worker_id,worker_skill,experience_years,worker_location,distance_km,availability,rating,job_type,required_skill,match_score,match_label
W0878,Driver,4,Visakhapatnam,5.6,Available Evening,3.8,Caregiver,Caregiver,0.421,0
W0879,Painter,19,Secunderabad,17.4,Busy,4.3,Carpenter,Carpenter,0.277,0
W0880,Cleaner,13,Secunderabad,0.6,Busy,3.0,Gardener,Gardener,0.385,0
W0881,Technician,17,Hanamkonda,12.9,Available Morning,4.4,Gardener,Gardener,0.435,0
W0882,Cleaner,6,Tirupati,3.3,Busy,4.2,Plumber,Plumber,0.348,0
W0883,Caregiver,5,Guntur,16.9,Available,2.6,Carpenter,Carpenter,0.317,0
W0884,Cleaner,13,Hyderabad,6.7,Available Morning,2.6,Painter,Painter,0.448,0
W0885,Domestic Helper,5,Secunderabad,19.7,Available Morning,3.8,Carpenter,Carpenter,0.318,0
W0886,Painter,18,Guntur,14.7,Available Morning,3.0,Caregiver,Caregiver,0.392,0
W0887,Painter,10,Hanamkonda,6.1,Busy,4.3,Electrician,Electrician,0.367,0
W0888,Driver,2,Visakhapatnam,12.0,Available Morning,2.6,Painter,Painter,0.326,0
W0889,Carpenter,19,Tirupati,11.6,Available Morning,3.4,Painter,Painter,0.425,0
W0890,Painter,8,Hyderabad,5.5,Busy,2.6,Gardener,Gardener,0.318,0
W0891,Cleaner,3,Guntur,21.4,Available Morning,3.5,Carpenter,Carpenter,0.279,0
W0892,Painter,19,Hanamkonda,4.3,Busy,3.9,Cleaner,Cleaner,0.374,0
W0893,Electrician,16,Tirupati,12.5,Busy,4.0,Driver,Driver,0.31,0
W0894,Cleaner,13,Visakhapatnam,18.5,Busy,3.1,Plumber,Plumber,0.244,0
W0895,Technician,18,Hyderabad,23.7,Available,3.5,Painter,Painter,0.33,0
W0896,Plumber,16,Secunderabad,1.3,Available Morning,3.7,Caregiver,Caregiver,0.514,0
W0897,Caregiver,7,Visakhapatnam,2.5,Available,4.2,Caregiver,Caregiver,0.934,1
W0898,Painter,11,Vijayawada,7.7,Available,2.5,Carpenter,Carpenter,0.438,0
W0899,Carpenter,18,Tirupati,18.8,Available,4.9,Caregiver,Caregiver,0.398,0
W0900,Carpenter,5,Hyderabad,19.9,Available Evening,4.1,Driver,Driver,0.323,0
W0901,Electrician,10,Vijayawada,13.5,Available Evening,3.6,Driver,Driver,0.414,0
W0902,Technician,18,Guntur,20.0,Available,4.1,Domestic Helper,Domestic Helper,0.372,0
W0903,Plumber,11,Tirupati,22.3,Available,3.5,Domestic Helper,Domestic Helper,0.342,0
W0904,Technician,11,Hanamkonda,9.5,Available,3.9,Plumber,Plumber,0.452,0
W0905,Carpenter,7,Hanamkonda,13.7,Available Morning,4.3,Gardener,Gardener,0.396,0
W0906,Painter,11,Secunderabad,22.5,Available Morning,3.2,Gardener,Gardener,0.334,0
W0907,Gardener,14,Vijayawada,12.4,Available,3.7,Gardener,Gardener,0.875,1
W0908,Caregiver,11,Tirupati,20.1,Available,3.0,Technician,Technician,0.349,0
W0909,Electrician,12,Secunderabad,22.5,Available Evening,4.9,Electrician,Electrician,0.818,1
W0910,Electrician,8,Hanamkonda,3.2,Busy,3.7,Carpenter,Carpenter,0.358,0
W0911,Domestic Helper,9,Visakhapatnam,10.7,Busy,3.7,Plumber,Plumber,0.308,0
W0912,Caregiver,9,Hanamkonda,5.1,Available,4.7,Plumber,Plumber,0.493,0
W0913,Domestic Helper,13,Tirupati,14.7,Available Evening,3.7,Gardener,Gardener,0.406,0
W0914,Caregiver,18,Vijayawada,3.7,Available Evening,2.9,Cleaner,Cleaner,0.478,0
W0915,Painter,11,Vijayawada,24.3,Available,2.9,Caregiver,Caregiver,0.314,0
W0916,Caregiver,19,Warangal,23.1,Available Evening,3.0,Carpenter,Carpenter,0.325,0
W0917,Carpenter,7,Tirupati,3.4,Available Evening,3.9,Carpenter,Carpenter,0.921,1
W0918,Cleaner,5,Guntur,5.5,Available,4.2,Gardener,Gardener,0.44,0
W0919,Carpenter,14,Secunderabad,13.7,Busy,3.8,Gardener,Gardener,0.296,0
W0920,Plumber,15,Warangal,19.3,Available Morning,4.8,Driver,Driver,0.392,0
W0921,Plumber,16,Vijayawada,8.6,Available Evening,3.7,Domestic Helper,Domestic Helper,0.455,0
W0922,Technician,18,Secunderabad,18.3,Available Morning,3.3,Carpenter,Carpenter,0.37,0
W0923,Caregiver,4,Visakhapatnam,17.1,Available,3.3,Plumber,Plumber,0.319,0
W0924,Technician,14,Hanamkonda,9.3,Available Evening,2.6,Painter,Painter,0.428,0
W0925,Technician,7,Secunderabad,19.6,Available Evening,3.0,Domestic Helper,Domestic Helper,0.323,0
W0926,Domestic Helper,2,Guntur,24.4,Available Morning,3.0,Caregiver,Caregiver,0.235,0
W0927,Technician,16,Visakhapatnam,23.6,Available Evening,3.5,Technician,Technician,0.781,1
W0928,Gardener,11,Tirupati,0.8,Available Evening,3.4,Driver,Driver,0.512,0
W0929,Domestic Helper,6,Visakhapatnam,18.3,Available Morning,4.4,Electrician,Electrician,0.352,0
W0930,Caregiver,5,Visakhapatnam,20.2,Available Morning,4.3,Cleaner,Cleaner,0.324,0
W0931,Carpenter,19,Guntur,2.6,Busy,3.3,Technician,Technician,0.375,0
W0932,Electrician,12,Vijayawada,2.7,Available Morning,4.1,Technician,Technician,0.51,0
W0933,Driver,17,Visakhapatnam,11.8,Busy,3.0,Carpenter,Carpenter,0.296,0
W0934,Cleaner,15,Vijayawada,1.5,Available Evening,4.6,Domestic Helper,Domestic Helper,0.53,0
W0935,Caregiver,14,Vijayawada,6.0,Available,2.9,Domestic Helper,Domestic Helper,0.46,0
W0936,Caregiver,20,Tirupati,16.8,Available Evening,3.5,Electrician,Electrician,0.386,0
W0937,Painter,3,Secunderabad,19.2,Available Morning,5.0,Plumber,Plumber,0.326,0
W0938,Technician,18,Tirupati,12.3,Available Morning,4.7,Gardener,Gardener,0.446,0
W0939,Electrician,16,Warangal,18.5,Available,4.6,Gardener,Gardener,0.394,0
W0940,Technician,4,Hyderabad,8.3,Busy,3.4,Plumber,Plumber,0.272,0
W0941,Cleaner,13,Vijayawada,16.1,Available Evening,2.6,Gardener,Gardener,0.373,0
W0942,Domestic Helper,16,Warangal,5.2,Busy,4.4,Electrician,Electrician,0.376,0
W0943,Domestic Helper,10,Guntur,20.8,Available Evening,3.2,Gardener,Gardener,0.348,0
W0944,Electrician,18,Vijayawada,9.1,Busy,2.5,Domestic Helper,Domestic Helper,0.307,0
W0945,Gardener,13,Warangal,8.8,Busy,2.8,Caregiver,Caregiver,0.316,0
W0946,Domestic Helper,6,Secunderabad,20.0,Available,3.5,Painter,Painter,0.32,0
W0947,Electrician,0,Warangal,12.2,Available Evening,4.2,Carpenter,Carpenter,0.336,0
W0948,Caregiver,16,Vijayawada,19.2,Available Evening,2.9,Technician,Technician,0.354,0
W0949,Plumber,7,Vijayawada,3.7,Busy,4.2,Electrician,Electrician,0.354,0
W0950,Carpenter,4,Secunderabad,24.5,Available Morning,4.2,Painter,Painter,0.278,0
W0951,Electrician,15,Hyderabad,19.1,Available,3.0,Plumber,Plumber,0.357,0
W0952,Domestic Helper,1,Vijayawada,12.0,Available Evening,2.6,Technician,Technician,0.316,0
W0953,Plumber,3,Hanamkonda,23.0,Busy,4.0,Electrician,Electrician,0.156,0
W0954,Carpenter,0,Guntur,2.7,Available Evening,4.9,Gardener,Gardener,0.426,0
W0955,Gardener,16,Secunderabad,19.6,Busy,3.8,Carpenter,Carpenter,0.249,0
W0956,Electrician,0,Warangal,13.5,Busy,4.9,Technician,Technician,0.22,0
W0957,Domestic Helper,3,Warangal,23.1,Available Morning,3.4,Plumber,Plumber,0.263,0
W0958,Caregiver,5,Hanamkonda,21.0,Available Morning,3.6,Electrician,Electrician,0.304,0
W0959,Driver,10,Tirupati,3.5,Available,3.8,Electrician,Electrician,0.498,0
W0960,Gardener,17,Secunderabad,18.2,Available,3.3,Cleaner,Cleaner,0.37,0
W0961,Driver,14,Tirupati,15.2,Available Evening,4.2,Cleaner,Cleaner,0.412,0
W0962,Painter,13,Secunderabad,7.6,Available Morning,3.0,Domestic Helper,Domestic Helper,0.449,0
W0963,Caregiver,5,Visakhapatnam,0.8,Available Morning,4.2,Gardener,Gardener,0.478,0
W0964,Caregiver,2,Secunderabad,3.4,Available Morning,3.5,Domestic Helper,Domestic Helper,0.413,0
W0965,Carpenter,11,Visakhapatnam,24.4,Available Evening,3.0,Electrician,Electrician,0.315,0
W0966,Electrician,13,Vijayawada,18.3,Available Evening,4.4,Painter,Painter,0.392,0
W0967,Driver,15,Vijayawada,16.8,Available Morning,5.0,Gardener,Gardener,0.416,0
W0968,Carpenter,3,Warangal,3.5,Available Morning,3.7,Caregiver,Caregiver,0.426,0
W0969,Plumber,1,Warangal,20.8,Available Morning,4.2,Electrician,Electrician,0.278,0
W0970,Driver,10,Tirupati,4.2,Available,4.4,Technician,Technician,0.504,0
W0971,Caregiver,9,Guntur,16.7,Available Morning,3.8,Painter,Painter,0.382,0
W0972,Domestic Helper,0,Secunderabad,23.8,Available,5.0,Domestic Helper,Domestic Helper,0.71,1
W0973,Driver,10,Hyderabad,21.4,Available Morning,3.6,Caregiver,Caregiver,0.351,0
W0974,Carpenter,9,Warangal,22.2,Busy,3.7,Domestic Helper,Domestic Helper,0.216,0
W0975,Cleaner,15,Tirupati,19.2,Available Morning,4.2,Driver,Driver,0.38,0
W0976,Caregiver,5,Visakhapatnam,12.9,Available Morning,3.2,Domestic Helper,Domestic Helper,0.361,0
W0977,Technician,9,Warangal,8.4,Available,4.0,Gardener,Gardener,0.453,0
W0978,Gardener,18,Visakhapatnam,1.2,Available Evening,3.5,Gardener,Gardener,0.96,1
W0979,Gardener,13,Vijayawada,9.1,Busy,3.1,Gardener,Gardener,0.769,1
W0980,Technician,2,Hyderabad,21.8,Available,3.3,Electrician,Electrician,0.262,0
W0981,Domestic Helper,1,Visakhapatnam,11.8,Available Morning,3.9,Gardener,Gardener,0.344,0
W0982,Cleaner,15,Visakhapatnam,14.9,Available Evening,3.4,Plumber,Plumber,0.399,0
W0983,Gardener,3,Hanamkonda,20.3,Available,4.2,Technician,Technician,0.302,0
W0984,Gardener,16,Vijayawada,20.4,Available Evening,2.9,Caregiver,Caregiver,0.345,0
W0985,Gardener,6,Hanamkonda,12.7,Available,4.6,Driver,Driver,0.4,0
W0986,Cleaner,1,Secunderabad,7.8,Available Morning,4.5,Cleaner,Cleaner,0.838,1
W0987,Technician,18,Tirupati,8.8,Available,3.9,Electrician,Electrician,0.458,0
W0988,Driver,11,Vijayawada,20.0,Available Evening,3.8,Painter,Painter,0.366,0
W0989,Driver,10,Tirupati,5.4,Available Morning,3.1,Domestic Helper,Domestic Helper,0.469,0
W0990,Domestic Helper,0,Hanamkonda,15.9,Busy,3.9,Carpenter,Carpenter,0.181,0
W0991,Caregiver,20,Hyderabad,13.6,Available Morning,4.8,Cleaner,Cleaner,0.437,0
W0992,Domestic Helper,11,Vijayawada,11.8,Busy,2.9,Painter,Painter,0.294,0
W0993,Driver,10,Visakhapatnam,21.6,Available,4.1,Driver,Driver,0.809,1
W0994,Cleaner,20,Secunderabad,4.4,Busy,3.5,Cleaner,Cleaner,0.815,1
W0995,Carpenter,0,Visakhapatnam,6.5,Available Evening,3.7,Painter,Painter,0.372,0
W0996,Driver,6,Vijayawada,4.4,Busy,2.6,Plumber,Plumber,0.307,0
W0997,Domestic Helper,20,Hyderabad,21.4,Available Morning,4.5,Carpenter,Carpenter,0.369,0
W0998,Electrician,19,Visakhapatnam,7.8,Available,4.8,Gardener,Gardener,0.484,0
W0999,Gardener,12,Secunderabad,23.6,Busy,3.1,Electrician,Electrician,0.203,0
W1000,Domestic Helper,16,Secunderabad,6.7,Available,3.1,Technician,Technician,0.458,0
